,time,rank,score
655,2021/11/1 15:27,1,34400
656,2021/11/1 14:43,1,51800
657,2021/11/1 14:09,2,32100
658,2021/11/1 13:26,2,30600
659,2021/11/1 12:48,3,15900
660,2021/11/1 11:47,3,17900
661,2021/11/1 10:45,2,25800
662,2021/11/1 10:11,3,21300
663,2021/10/31 11:26,3,26400
664,2021/10/30 11:26,4,9200
665,2021/10/30 10:53,3,19900
666,2021/10/30 10:11,3,19200
667,2021/10/30 09:35,1,31700
668,2021/10/30 01:16,2,25400
669,2021/10/30 00:44,2,31300
670,2021/10/29 23:58,4,7000
671,2021/10/27 12:00,4,14100
672,2021/10/27 10:53,3,18600
673,2021/10/27 10:14,4,8300
674,2021/10/27 09:33,3,19300
675,2021/10/27 08:50,3,11400
676,2021/10/27 08:05,3,20500
677,2021/10/27 07:14,3,10600
678,2021/10/27 06:46,1,46400
679,2021/10/27 06:16,4,11900
680,2021/10/27 05:39,3,14600
681,2021/10/27 05:06,1,38300
682,2021/10/27 04:30,1,30000
683,2021/10/27 03:52,2,37200
684,2021/10/27 02:55,3,22300
685,2021/10/27 02:12,1,40100
686,2021/10/27 00:59,1,42300
687,2021/10/26 23:53,1,44800
688,2021/10/26 23:21,3,20000
689,2021/10/26 22:38,4,10000
690,2021/10/26 21:49,1,45200
691,2021/10/26 04:38,3,4700
692,2021/10/26 03:53,4,16600
693,2021/10/26 03:17,1,64700
694,2021/10/26 01:58,4,14600
695,2021/10/26 01:17,1,54900
696,2021/10/26 00:32,3,18600
697,2021/10/25 16:06,4,7400
698,2021/10/25 15:12,3,22000
699,2021/10/25 14:48,2,33500
700,2021/10/25 13:43,3,14300
701,2021/10/25 13:02,3,24300
702,2021/10/25 12:25,3,17400
703,2021/10/25 11:58,3,26000
704,2021/10/25 11:20,1,56100
705,2021/10/25 10:51,1,35200
706,2021/10/25 00:40,1,37800
707,2021/10/25 00:01,3,17600
708,2021/10/24 23:19,3,22500
709,2021/10/24 22:47,1,42200
710,2021/10/24 21:50,1,43000
711,2021/10/24 21:18,3,2700
712,2021/10/24 20:43,3,19400
713,2021/10/24 19:59,3,20900
714,2021/10/24 19:36,3,13500
715,2021/10/24 19:07,3,22700
716,2021/10/24 18:16,1,37200
717,2021/10/23 19:22,4,13200
718,2021/10/23 18:45,4,9500
719,2021/10/19 23:51,4,-1200
720,2021/10/19 23:10,4,14400
721,2021/10/19 22:39,1,36000
722,2021/10/19 21:52,3,16600
723,2021/10/19 21:12,2,31500
724,2021/10/19 20:50,4,-3400
725,2021/10/19 20:07,2,33900
726,2021/10/19 16:18,1,42500
727,2021/10/19 15:08,3,23300
728,2021/10/18 16:14,3,29600
729,2021/10/18 15:34,4,9300
730,2021/10/18 14:24,2,30500
731,2021/10/18 00:01,4,14000
732,2021/10/17 23:44,4,-3600
733,2021/10/17 22:54,2,24700
734,2021/10/17 22:15,1,49300
735,2021/10/17 21:39,3,22100
736,2021/10/17 15:19,3,19400
737,2021/10/17 14:51,3,21400
738,2021/10/17 14:18,1,36300
739,2021/10/17 01:03,4,-4900
740,2021/10/17 00:21,3,19200
741,2021/10/16 23:38,3,12100
742,2021/10/16 22:05,3,11900
743,2021/10/16 20:32,3,16200
744,2021/10/16 19:51,1,44800
745,2021/10/16 19:29,3,22500
746,2021/10/16 18:27,2,30900
747,2021/10/16 17:50,3,21500
748,2021/10/16 14:51,3,20200
749,2021/10/16 00:37,3,12100
750,2021/10/15 23:33,4,7300
751,2021/10/15 22:46,3,15600
752,2021/10/15 22:13,3,24200
753,2021/10/15 21:30,1,45800
754,2021/10/15 20:51,2,34800
755,2021/10/15 20:24,2,32600
756,2021/10/15 19:32,4,1400
757,2021/10/15 17:08,3,19600
758,2021/10/15 14:31,1,48200
759,2021/10/15 13:50,1,54100
760,2021/10/15 03:31,1,53800
761,2021/10/15 02:55,2,28800
762,2021/10/15 02:24,3,18300
763,2021/10/15 01:31,3,15700
764,2021/10/15 00:50,4,6500
765,2021/10/14 23:44,3,15100
766,2021/10/14 22:29,3,15900
767,2021/10/14 15:08,1,48600
768,2021/10/14 14:15,4,13600
769,2021/10/14 13:13,2,27100
770,2021/10/14 12:25,3,24300
771,2021/10/14 11:34,1,30500
772,2021/10/13 18:57,4,-1700
773,2021/10/13 17:09,3,21800
774,2021/10/13 16:28,2,28500
775,2021/10/13 16:13,1,53000
776,2021/10/13 15:52,4,-6100
777,2021/10/13 15:18,3,19300
778,2021/10/13 14:18,2,25300
779,2021/10/13 13:15,4,21500
780,2021/10/13 12:21,3,32300
781,2021/10/13 11:47,2,24600
782,2021/10/13 03:33,2,28300
783,2021/10/13 02:43,2,20900
784,2021/10/13 01:45,2,28700
785,2021/10/13 00:59,1,53800
786,2021/10/13 00:11,1,41200
787,2021/10/12 23:27,1,42600
788,2021/10/12 22:44,1,32200
789,2021/10/12 21:57,1,36300
790,2021/10/12 21:28,1,53000
791,2021/10/12 20:28,1,46700
792,2021/10/12 19:58,4,-3600
793,2021/10/12 14:42,3,24000
794,2021/10/12 13:58,1,49000
795,2021/10/12 13:07,3,20000
796,2021/10/12 12:43,2,25700
797,2021/10/12 11:51,1,48400
798,2021/10/12 10:59,3,26500
799,2021/10/12 10:29,4,-2100
800,2021/10/11 15:57,4,-600
801,2021/10/11 15:11,4,10400
802,2021/10/11 14:22,3,22400
803,2021/10/11 13:43,4,12400
804,2021/10/11 12:57,4,16100
805,2021/10/11 12:03,3,20400
806,2021/10/11 11:09,2,29500
807,2021/10/11 03:06,3,23100
808,2021/10/11 02:03,3,21200
809,2021/10/11 01:31,2,32500
810,2021/10/11 00:52,2,28200
811,2021/10/10 23:59,2,42400
812,2021/10/10 23:11,1,48800
813,2021/10/10 22:08,2,33600
814,2021/10/10 21:14,2,21900
815,2021/10/10 15:17,4,-500
816,2021/10/10 14:34,2,27800
817,2021/10/10 13:40,1,47500
818,2021/10/10 13:00,3,16200
819,2021/10/10 12:09,3,9100
820,2021/10/10 10:43,2,28700
821,2021/10/9 22:46,2,25200
822,2021/10/9 20:35,4,-12000
823,2021/10/9 18:59,4,8400
824,2021/10/9 18:22,3,18200
825,2021/10/9 16:56,2,37700
826,2021/10/9 15:29,3,23600
827,2021/10/9 14:42,1,49800
828,2021/10/9 14:15,2,24200
829,2021/10/9 13:03,1,51400
830,2021/10/9 12:30,2,29100
831,2021/10/9 11:55,2,22200
832,2021/10/9 10:49,2,26000
833,2021/10/9 09:44,3,13800
834,2021/10/9 08:37,2,19300
835,2021/10/8 22:58,2,41100
836,2021/10/8 22:10,4,12000
837,2021/10/8 17:26,3,15800
838,2021/10/8 17:08,1,50400
839,2021/10/8 07:59,3,15200
840,2021/10/8 07:50,4,-1500
841,2021/10/7 22:33,3,29700
842,2021/10/7 22:15,1,44000
843,2021/10/7 21:29,3,29100
844,2021/10/7 20:40,3,27500
845,2021/10/7 16:36,2,35200
846,2021/10/7 15:09,1,42200
847,2021/10/7 14:27,1,38800
848,2021/10/7 13:42,3,20400
849,2021/10/7 12:56,1,54100
850,2021/10/7 12:10,4,1000
851,2021/10/7 10:05,1,44800
852,2021/10/7 09:38,1,36500
853,2021/10/7 08:58,4,9200
854,2021/10/7 08:14,3,15500
855,2021/10/7 02:45,2,40600
856,2021/10/7 00:40,3,15900
857,2021/10/6 23:59,2,35400
858,2021/10/6 23:18,1,34400
859,2021/10/6 12:54,3,18000
860,2021/10/6 12:12,3,16600
861,2021/10/6 11:36,3,20400
862,2021/10/6 10:28,3,21300
863,2021/10/6 09:54,1,44900
864,2021/10/6 08:04,4,9400
865,2021/10/5 08:50,1,49800
866,2021/10/5 08:19,2,38400
867,2021/10/5 08:01,1,50900
868,2021/10/5 05:10,1,35700
869,2021/10/5 04:36,4,-400
870,2021/10/5 04:10,3,19800
871,2021/10/5 03:42,1,48000
872,2021/10/4 15:36,1,66900
873,2021/10/4 15:20,2,36700
874,2021/10/4 14:21,4,2500
875,2021/10/4 13:44,1,37400
876,2021/10/4 12:43,4,14900
877,2021/10/4 12:14,3,30800
878,2021/10/4 11:37,2,30200
879,2021/10/4 04:57,3,23300
880,2021/10/4 04:16,4,15800
881,2021/10/4 03:49,1,41800
882,2021/10/4 03:08,2,30000
883,2021/10/4 02:30,3,21900
884,2021/10/4 01:28,3,33300
885,2021/10/4 00:55,2,28500
886,2021/10/4 00:08,1,48600
887,2021/10/3 23:31,1,42000
888,2021/10/3 23:08,1,62500
889,2021/10/3 22:41,2,27700
890,2021/10/3 21:55,2,29100
891,2021/10/3 21:20,1,54700
892,2021/10/3 20:36,3,12200
893,2021/10/3 14:32,2,26100
894,2021/10/3 14:04,2,25300
895,2021/10/3 13:36,2,30200
896,2021/10/3 12:52,3,17100
897,2021/10/3 12:14,4,-100
898,2021/10/3 11:15,3,24800
899,2021/10/3 10:24,1,35400
900,2021/10/3 09:18,3,19700
901,2021/10/3 08:11,1,54600
902,2021/10/2 22:20,3,19900
903,2021/10/2 20:25,1,45100
904,2021/10/2 19:29,1,33700
905,2021/10/2 18:47,3,23800
906,2021/10/2 18:12,4,-4800
907,2021/10/2 17:42,1,79700
908,2021/10/2 15:28,2,34900
909,2021/10/2 15:13,2,37500
910,2021/10/2 14:36,4,17000
911,2021/10/2 14:15,1,51400
912,2021/10/2 12:46,1,34400
913,2021/10/2 11:26,2,20800
914,2021/10/2 10:43,1,47100
915,2021/10/2 09:32,3,22300
916,2021/10/2 08:42,3,20500
917,2021/10/2 00:02,3,17900
918,2021/10/1 23:37,2,30300
919,2021/10/1 23:09,3,11200
920,2021/10/1 22:30,4,13500
921,2021/10/1 21:31,3,29500
922,2021/10/1 21:01,4,10200
923,2021/10/1 20:24,2,27700
924,2021/10/1 19:37,2,37300
925,2021/10/1 18:57,2,17100
926,2021/10/1 13:12,1,53100
927,2021/10/1 12:08,1,52900
928,2021/10/1 05:20,1,54500
929,2021/10/1 04:44,2,17800
930,2021/10/1 04:05,2,36100
931,2021/10/1 02:54,2,42200
932,2021/9/30 13:02,1,37900
933,2021/9/30 11:56,2,22700
934,2021/9/30 10:57,2,38700
935,2021/9/30 10:14,3,18300
936,2021/9/30 09:32,1,39800
937,2021/9/30 03:44,4,-5300
938,2021/9/30 01:44,2,27200
939,2021/9/30 01:02,4,-1300
940,2021/9/30 00:03,2,30500
941,2021/9/29 23:43,2,39000
942,2021/9/29 22:50,2,27500
943,2021/9/29 22:08,1,39900
944,2021/9/29 21:31,2,37500
945,2021/9/29 20:54,1,40700
946,2021/9/29 19:39,1,33600
947,2021/9/29 19:06,2,27600
948,2021/9/29 18:46,1,52100
949,2021/9/29 17:52,3,25800
950,2021/9/29 06:45,3,29800
951,2021/9/29 06:26,2,28900
952,2021/9/29 05:18,1,47200
953,2021/9/29 04:40,1,48100
954,2021/9/29 03:23,3,28800
955,2021/9/29 02:37,3,17400
956,2021/9/28 19:08,3,16300
957,2021/9/28 18:22,1,39800
958,2021/9/28 17:48,4,-2200
959,2021/9/28 15:10,2,31600
960,2021/9/28 14:15,4,15100
961,2021/9/28 13:13,2,32200
962,2021/9/28 12:17,3,13400
963,2021/9/28 11:03,2,31300
964,2021/9/28 10:46,1,44900
965,2021/9/28 08:56,1,49900
966,2021/9/28 00:19,4,12800
967,2021/9/27 23:33,4,-4600
968,2021/9/27 22:46,3,23800
969,2021/9/27 22:05,2,24400
970,2021/9/27 21:27,4,12300
971,2021/9/27 20:12,2,27500
972,2021/9/27 19:23,1,47500
973,2021/9/27 15:04,1,36500
974,2021/9/27 14:24,2,32500
975,2021/9/27 13:28,3,21900
976,2021/9/27 12:58,1,36800
977,2021/9/27 12:02,2,27400
978,2021/9/27 11:29,4,10800
979,2021/9/27 10:39,1,42800
980,2021/9/27 03:40,4,6000
981,2021/9/27 02:56,2,20600
982,2021/9/27 02:46,2,25000
983,2021/9/26 19:26,3,24600
984,2021/9/26 17:09,1,41100
985,2021/9/26 16:20,2,33800
986,2021/9/26 15:38,3,14200
987,2021/9/26 13:28,4,2100
988,2021/9/26 12:35,3,10700
989,2021/9/26 11:44,1,42400
990,2021/9/26 11:11,4,10900
991,2021/9/26 10:07,2,28900
992,2021/9/26 09:42,1,35400
993,2021/9/26 08:55,2,29300
994,2021/9/26 08:33,1,55100
995,2021/9/26 04:32,1,42300
996,2021/9/26 03:58,3,25600
997,2021/9/26 02:51,2,30500
998,2021/9/26 02:07,4,2500
999,2021/9/26 01:33,3,17600
1000,2021/9/25 13:45,2,35400
1001,2021/9/25 13:09,1,68300
1002,2021/9/25 12:15,2,26600
1003,2021/9/25 11:32,4,11100
1004,2021/9/25 10:52,4,-3300
1005,2021/9/25 09:47,4,4900
1006,2021/9/25 08:43,4,10700
1007,2021/9/25 07:41,3,18200
1008,2021/9/25 02:54,1,36600
1009,2021/9/25 02:06,1,42000
1010,2021/9/24 23:45,4,2100
1011,2021/9/24 14:44,3,26200
1012,2021/9/24 13:45,2,31600
1013,2021/9/24 12:52,3,22200
1014,2021/9/24 11:47,4,10900
1015,2021/9/24 10:46,1,48300
1016,2021/9/24 09:45,4,3500
1017,2021/9/24 09:04,2,26900
1018,2021/9/24 02:03,4,10000
1019,2021/9/24 01:20,3,19700
1020,2021/9/24 00:47,2,24200
1021,2021/9/23 23:56,1,48700
1022,2021/9/23 12:37,4,16600
1023,2021/9/23 12:05,1,40000
1024,2021/9/23 11:14,4,10200
1025,2021/9/23 09:17,2,40000
1026,2021/9/23 08:36,1,39600
1027,2021/9/23 07:55,3,23000
1028,2021/9/23 07:17,1,42400
1029,2021/9/23 06:35,1,31500
1030,2021/9/23 03:50,1,36800
1031,2021/9/23 02:35,1,43900
1032,2021/9/23 01:50,2,25800
1033,2021/9/23 01:15,3,800
1034,2021/9/23 00:37,3,22200
1035,2021/9/22 23:53,3,20700
1036,2021/9/22 23:08,2,36600
1037,2021/9/22 22:33,3,23300
1038,2021/9/22 21:05,2,28400
1039,2021/9/22 15:34,1,55800
1040,2021/9/22 14:45,2,42900
1041,2021/9/22 12:59,1,38300
1042,2021/9/22 11:18,1,47700
1043,2021/9/22 10:42,4,18300
1044,2021/9/22 10:09,4,16600
1045,2021/9/22 09:26,2,25600
1046,2021/9/22 09:01,1,52000
1047,2021/9/22 08:05,2,41300
1048,2021/9/21 08:13,4,18500
1049,2021/9/20 22:24,4,10400
1050,2021/9/20 21:24,4,-1800
1051,2021/9/20 20:51,4,-600
1052,2021/9/20 20:29,2,25800
1053,2021/9/20 02:17,1,35500
1054,2021/9/20 01:32,2,24900
1055,2021/9/20 01:02,4,13700
1056,2021/9/20 00:23,3,16100
1057,2021/9/19 22:43,1,36600
1058,2021/9/18 00:19,4,16100
1059,2021/9/17 23:42,1,47600
1060,2021/9/17 22:07,4,6000
1061,2021/9/17 21:29,4,17000
1062,2021/9/17 19:34,4,2600
1063,2021/9/17 19:05,4,13000
1064,2021/9/17 18:36,2,29600
1065,2021/9/17 17:58,3,1600
1066,2021/9/17 03:12,3,17600
1067,2021/9/17 02:31,1,45900
1068,2021/9/17 01:36,2,25600
1069,2021/9/17 01:04,3,21600
1070,2021/9/16 23:54,3,19100
1071,2021/9/16 23:11,2,23600
1072,2021/9/16 19:39,4,17000
1073,2021/9/16 19:07,2,36000
1074,2021/9/16 17:38,1,57300
1075,2021/9/16 16:16,4,4200
1076,2021/9/16 15:23,4,-1100
1077,2021/9/16 02:16,1,38800
1078,2021/9/16 01:55,3,28400
1079,2021/9/16 01:10,4,18300
1080,2021/9/15 23:48,2,42200
1081,2021/9/15 23:12,1,44900
1082,2021/9/15 22:59,2,34000
1083,2021/9/15 16:08,2,21200
1084,2021/9/15 14:19,4,12900
1085,2021/9/15 13:36,2,46000
1086,2021/9/15 12:10,3,12300
1087,2021/9/15 11:17,2,27800
1088,2021/9/14 21:32,1,59900
1089,2021/9/14 21:03,1,35300
1090,2021/9/14 20:37,3,26000
1091,2021/9/14 19:54,3,17300
1092,2021/9/14 03:45,1,31300
1093,2021/9/14 03:11,2,34600
1094,2021/9/14 02:41,2,27600
1095,2021/9/14 02:07,2,22000
1096,2021/9/14 01:39,1,41300
1097,2021/9/14 01:16,2,36400
1098,2021/9/14 00:32,3,19600
1099,2021/9/13 23:37,3,22500
1100,2021/9/13 12:58,4,-2100
1101,2021/9/13 12:08,4,20200
1102,2021/9/12 23:25,4,7000
1103,2021/9/12 22:38,2,26600
1104,2021/9/12 21:58,1,35500
1105,2021/9/12 21:21,3,23800
1106,2021/9/12 20:41,1,57400
1107,2021/9/12 19:39,1,46900
1108,2021/9/12 17:38,3,23000
1109,2021/9/12 16:03,2,29300
1110,2021/9/12 14:29,4,9600
1111,2021/9/12 13:47,4,14800
1112,2021/9/11 23:48,1,41800
1113,2021/9/11 23:26,3,12500
1114,2021/9/11 23:04,1,41900
1115,2021/9/11 22:30,4,10900
1116,2021/9/11 21:32,1,40200
1117,2021/9/11 20:44,3,22100
1118,2021/9/11 17:45,1,43900
1119,2021/9/11 16:57,2,39900
1120,2021/9/11 15:55,2,37300
1121,2021/9/11 14:51,1,46100
1122,2021/9/10 23:23,3,11200
1123,2021/9/10 22:31,3,24700
1124,2021/9/10 18:44,3,18200
1125,2021/9/10 18:02,3,24400
1126,2021/9/10 15:30,1,32500
1127,2021/9/10 14:22,2,24400
1128,2021/9/10 01:50,3,16300
1129,2021/9/10 01:18,2,30300
1130,2021/9/10 00:11,4,19300
1131,2021/9/9 23:10,1,39900
1132,2021/9/9 22:29,2,31400
1133,2021/9/9 21:39,2,26500
1134,2021/9/9 20:46,4,10300
1135,2021/9/9 16:17,2,27100
1136,2021/9/9 15:38,4,21200
1137,2021/9/9 15:07,3,15900
1138,2021/9/9 14:21,2,24800
1139,2021/9/9 13:23,2,34900
1140,2021/9/9 12:38,1,33500
1141,2021/9/9 01:50,2,28600
1142,2021/9/9 01:08,2,32100
1143,2021/9/9 00:37,1,50500
1144,2021/9/8 23:42,3,15800
1145,2021/9/8 22:44,2,24700
1146,2021/9/8 21:44,4,14500
1147,2021/9/8 20:24,3,20000
1148,2021/9/8 19:59,2,31300
1149,2021/9/8 19:24,4,21700
1150,2021/9/8 18:51,3,18700
1151,2021/9/4 16:30,4,-2000
1152,2021/9/3 23:38,4,11500
1153,2021/9/3 23:10,4,14400
1154,2021/9/3 22:04,4,1900
1155,2021/9/3 21:19,1,36200
1156,2021/9/3 20:34,4,200
1157,2021/9/3 19:56,3,20700
1158,2021/9/3 19:06,4,18700
1159,2021/9/3 15:35,2,25900
1160,2021/9/3 14:43,1,63600
1161,2021/9/3 13:43,2,30200
1162,2021/9/3 12:39,2,33000
1163,2021/9/3 11:42,4,10700
1164,2021/9/3 02:47,1,50800
1165,2021/9/3 00:30,2,24300
1166,2021/9/2 23:47,1,56800
1167,2021/9/2 20:49,4,-1500
1168,2021/9/2 20:39,4,-2100
1169,2021/9/2 20:04,2,31000
1170,2021/9/2 19:00,1,37700
1171,2021/9/2 18:11,1,66300
1172,2021/9/2 16:36,1,39800
1173,2021/9/2 15:17,1,38400
1174,2021/9/2 14:40,1,30400
1175,2021/9/1 23:35,1,30900
1176,2021/9/1 22:50,2,26500
1177,2021/9/1 22:10,3,17700
1178,2021/9/1 21:16,1,31600
1179,2021/9/1 20:25,4,-24100
1180,2021/9/1 19:50,3,24700
1181,2021/9/1 19:30,2,39000
1182,2021/9/1 18:48,3,19400
1183,2021/9/1 18:17,2,30700
1184,2021/9/1 15:30,4,10400
1185,2021/9/1 14:59,2,31400
1186,2021/9/1 14:07,2,35100
1187,2021/9/1 12:52,1,45100
1188,2021/9/1 02:07,3,17500
1189,2021/9/1 01:17,2,33300
1190,2021/9/1 00:32,1,64300
1191,2021/9/1 00:02,4,10200
1192,2021/8/31 23:15,1,34600
1193,2021/8/31 22:43,1,46200
1194,2021/8/31 21:43,2,33500
1195,2021/8/31 21:08,1,36400
1196,2021/8/31 20:26,4,6100
1197,2021/8/31 19:55,2,31500
1198,2021/8/31 11:44,4,-900
1199,2021/8/31 11:06,4,6400
1200,2021/8/31 10:20,3,20900
1201,2021/8/31 09:38,1,37200
1202,2021/8/31 08:54,3,16400
1203,2021/8/30 22:28,4,11800
1204,2021/8/30 21:32,1,31300
1205,2021/8/30 20:54,2,25700
1206,2021/8/30 20:18,2,36800
1207,2021/8/30 19:54,1,49700
1208,2021/8/30 19:12,4,4300
1209,2021/8/30 19:06,2,23700
1210,2021/8/30 18:29,2,29900
1211,2021/8/29 23:44,3,23600
1212,2021/8/29 23:10,4,16800
1213,2021/8/29 19:07,3,24900
1214,2021/8/29 18:28,2,26700
1215,2021/8/29 17:34,4,18100
1216,2021/8/29 16:53,3,15400
1217,2021/8/29 16:18,3,21000
1218,2021/8/29 15:30,2,26400
1219,2021/8/29 14:40,2,21300
1220,2021/8/29 13:58,1,47400
1221,2021/8/29 13:12,1,44600
1222,2021/8/28 16:24,4,4700
1223,2021/8/28 15:30,4,11700
1224,2021/8/28 14:44,3,19700
1225,2021/8/28 13:46,2,41000
1226,2021/8/28 13:30,3,29700
1227,2021/8/28 12:47,2,28300
1228,2021/8/28 12:10,2,29600
1229,2021/8/28 11:24,3,18000
1230,2021/8/28 10:29,4,7900
1231,2021/8/28 07:39,3,14900
1232,2021/8/28 06:41,2,24800
1233,2021/8/27 17:29,3,20300
1234,2021/8/27 15:28,4,-1800
1235,2021/8/27 02:30,1,43300
1236,2021/8/27 01:37,2,23100
1237,2021/8/25 23:58,4,2800
1238,2021/8/25 23:22,4,-2800
1239,2021/8/25 22:19,2,24900
1240,2021/8/25 21:36,3,22000
1241,2021/8/25 21:09,3,19900
1242,2021/8/25 19:27,3,19900
1243,2021/8/25 18:39,1,47300
1244,2021/8/25 17:32,2,26900
1245,2021/8/25 16:41,1,37300
1246,2021/8/25 16:09,2,32000
1247,2021/8/25 15:29,2,29900
1248,2021/8/25 14:28,4,15900
1249,2021/8/25 13:48,2,29500
1250,2021/8/25 13:12,1,45100
1251,2021/8/25 12:54,1,67800
1252,2021/8/25 11:57,2,25800
1253,2021/8/25 11:08,4,7200
1254,2021/8/25 10:24,2,22500
1255,2021/8/25 09:52,1,34800
1256,2021/8/15 16:27,1,31700
1257,2021/8/15 15:55,3,26000
1258,2021/8/15 15:10,1,33200
1259,2021/8/15 14:18,2,34500
1260,2021/8/15 13:39,1,51900
1261,2021/8/15 12:45,2,33500
1262,2021/8/15 02:13,3,21800
1263,2021/8/15 01:23,3,22100
1264,2021/8/15 00:45,4,11800
1265,2021/8/15 00:16,2,31500
1266,2021/8/14 23:32,2,29600
1267,2021/8/14 22:14,3,15700
1268,2021/8/14 21:05,1,42700
1269,2021/8/14 20:21,1,42900
1270,2021/8/14 19:37,3,23300
1271,2021/8/14 18:36,2,15000
1272,2021/8/14 18:05,3,14300
1273,2021/8/14 17:37,4,11900
1274,2021/8/14 16:28,3,11600
1275,2021/8/14 08:41,1,43000
1276,2021/8/14 07:38,4,12200
1277,2021/8/14 00:02,1,40400
1278,2021/8/13 23:02,1,55800
1279,2021/8/13 22:14,4,18000
1280,2021/8/13 21:59,3,28700
1281,2021/8/13 21:49,1,70800
1282,2021/8/13 21:06,2,21200
1283,2021/8/13 20:40,2,37300
1284,2021/8/13 20:08,2,31600
1285,2021/8/13 19:31,2,21800
1286,2021/8/13 18:39,1,41300
1287,2021/8/13 13:41,3,18000
1288,2021/8/13 13:06,2,32400
1289,2021/8/13 12:25,1,45400
1290,2021/8/13 10:19,1,45200
1291,2021/8/13 01:42,2,27000
1292,2021/8/13 00:45,1,47100
1293,2021/8/13 00:18,4,15200
1294,2021/8/12 23:22,1,36600
1295,2021/8/12 23:12,2,29700
1296,2021/8/12 22:30,3,7000
1297,2021/8/12 21:41,4,-3200
1298,2021/8/12 21:05,1,53800
1299,2021/8/12 20:26,1,33600
