,time,rank,score
1300,2021/8/12 19:41,2,30400
1301,2021/8/12 15:45,4,-13900
1302,2021/8/12 14:59,1,51300
1303,2021/8/12 13:41,3,8800
1304,2021/8/12 12:59,1,60700
1305,2021/8/12 12:23,2,31500
1306,2021/8/12 10:05,1,31100
1307,2021/8/11 23:36,3,17800
1308,2021/8/11 23:11,3,27600
1309,2021/8/11 22:40,4,5800
1310,2021/8/11 22:07,2,24600
1311,2021/8/11 21:11,1,36400
1312,2021/8/11 20:34,2,23800
1313,2021/8/11 19:55,1,35600
1314,2021/8/11 19:35,1,74400
1315,2021/8/11 18:42,4,-2200
1316,2021/8/11 18:20,3,31400
1317,2021/8/11 17:35,1,42300
1318,2021/8/10 23:05,2,26400
1319,2021/8/10 22:35,4,13700
1320,2021/8/10 21:55,3,11900
1321,2021/8/10 21:00,4,5600
1322,2021/8/10 14:54,2,28600
1323,2021/8/10 13:57,2,34900
1324,2021/8/10 01:41,3,13200
1325,2021/8/10 00:45,3,26000
1326,2021/8/10 00:08,2,26700
1327,2021/8/9 23:16,4,-5100
1328,2021/8/9 22:48,1,46000
1329,2021/8/9 22:07,1,64800
1330,2021/8/9 21:28,3,25700
1331,2021/8/9 20:25,4,-1900
1332,2021/8/9 19:50,1,33500
1333,2021/8/9 17:53,4,16700
1334,2021/8/9 17:17,1,49400
1335,2021/8/9 16:11,2,30100
1336,2021/8/9 15:20,2,34900
1337,2021/8/8 23:43,3,24400
1338,2021/8/8 23:24,1,49100
1339,2021/8/8 22:23,4,14100
1340,2021/8/8 21:43,2,24800
1341,2021/8/8 16:42,2,33200
1342,2021/8/8 10:55,1,42100
1343,2021/8/8 10:07,3,18100
1344,2021/8/8 09:13,1,52900
1345,2021/8/8 08:16,2,22200
1346,2021/8/8 01:59,4,17500
1347,2021/8/8 01:15,3,17400
1348,2021/8/8 00:48,2,36500
1349,2021/8/8 00:06,1,41600
1350,2021/8/7 23:12,3,8900
1351,2021/8/7 22:31,3,15400
1352,2021/8/7 22:25,2,21000
1353,2021/8/7 21:36,2,28400
1354,2021/8/7 21:01,2,34300
1355,2021/8/7 19:38,4,-400
1356,2021/8/7 19:14,1,41900
1357,2021/8/7 17:55,2,27900
1358,2021/8/7 17:01,1,35000
1359,2021/8/7 15:02,1,42700
1360,2021/8/7 14:26,1,46200
1361,2021/8/7 13:51,2,37100
1362,2021/8/7 12:59,2,32300
1363,2021/8/6 00:33,4,10200
1364,2021/8/5 23:46,3,25300
1365,2021/8/5 22:54,2,28000
1366,2021/8/5 22:28,1,46200
1367,2021/8/5 21:59,3,28500
1368,2021/8/5 20:22,3,18200
1369,2021/8/5 19:42,1,39100
1370,2021/8/5 19:14,3,23700
1371,2021/8/5 18:39,4,15300
1372,2021/8/5 17:20,2,35800
1373,2021/8/4 21:07,1,42700
1374,2021/8/4 20:32,3,17700
1375,2021/8/3 20:53,1,46700
1376,2021/8/3 20:26,2,28600
1377,2021/8/3 19:40,4,12700
1378,2021/8/3 17:45,2,19400
1379,2021/8/3 11:57,2,32700
1380,2021/8/3 11:14,4,9800
1381,2021/8/1 20:18,4,-600
1382,2021/8/1 19:39,1,40700
1383,2021/8/1 19:02,4,5500
1384,2021/8/1 18:13,1,41200
1385,2021/8/1 17:43,4,13400
1386,2021/8/1 17:04,2,45800
1387,2021/8/1 11:42,4,14700
1388,2021/7/31 23:34,4,5100
1389,2021/7/31 22:31,4,4000
1390,2021/7/31 21:46,1,47800
1391,2021/7/31 20:51,3,23200
1392,2021/7/31 19:37,3,20700
1393,2021/7/31 18:52,1,40500
1394,2021/7/31 18:18,1,36600
1395,2021/7/31 17:19,1,31300
1396,2021/7/31 15:02,4,10000
1397,2021/7/31 14:36,3,19400
1398,2021/7/31 13:44,4,-1200
1399,2021/7/31 12:54,3,20800
1400,2021/7/31 01:49,2,26700
1401,2021/7/31 01:19,1,50000
1402,2021/7/31 00:39,1,39000
1403,2021/7/31 00:01,3,13500
1404,2021/7/30 23:31,4,-10400
1405,2021/7/30 22:55,2,17600
1406,2021/7/30 22:16,3,24900
1407,2021/7/30 21:44,3,25300
1408,2021/7/30 21:05,1,53800
1409,2021/7/30 20:05,4,18300
1410,2021/7/30 19:16,1,32300
1411,2021/7/30 17:08,1,41200
1412,2021/7/30 16:31,2,28300
1413,2021/7/30 15:53,3,13000
1414,2021/7/30 14:53,4,13000
1415,2021/7/30 13:54,2,33700
1416,2021/7/30 01:48,1,41200
1417,2021/7/30 01:17,2,23000
1418,2021/7/30 00:35,1,37800
1419,2021/7/29 23:40,3,9600
1420,2021/7/29 22:56,3,21600
1421,2021/7/29 22:27,1,48200
1422,2021/7/29 21:42,1,45200
1423,2021/7/29 21:24,4,-10900
1424,2021/7/29 20:58,3,11300
1425,2021/7/29 20:15,2,41100
1426,2021/7/29 19:32,2,26900
1427,2021/7/29 17:51,2,33600
1428,2021/7/29 16:53,3,26600
1429,2021/7/29 16:07,3,24500
1430,2021/7/29 15:27,4,-4100
1431,2021/7/29 14:34,1,57200
1432,2021/7/29 13:47,1,46300
1433,2021/7/29 02:03,4,300
1434,2021/7/29 01:26,1,47300
1435,2021/7/29 00:47,3,12000
1436,2021/7/28 23:47,1,46900
1437,2021/7/28 22:44,1,43300
1438,2021/7/28 22:01,3,22900
1439,2021/7/28 21:29,2,30200
1440,2021/7/28 20:30,3,21200
1441,2021/7/28 19:49,2,32000
1442,2021/7/28 19:08,2,28000
1443,2021/7/28 18:27,2,34600
1444,2021/7/28 17:40,1,42400
1445,2021/7/28 16:53,3,20600
1446,2021/7/28 02:07,2,35900
1447,2021/7/28 01:32,3,23400
1448,2021/7/28 00:56,2,26100
1449,2021/7/28 00:30,2,25400
1450,2021/7/27 23:42,3,22900
1451,2021/7/27 23:08,2,25900
1452,2021/7/27 22:57,1,64300
1453,2021/7/27 22:20,3,17500
1454,2021/7/27 21:54,2,28800
1455,2021/7/27 21:10,1,54600
1456,2021/7/27 20:33,3,28300
1457,2021/7/27 19:58,2,34800
1458,2021/7/27 19:03,3,26200
1459,2021/7/27 17:44,3,26100
1460,2021/7/27 16:29,1,41300
1461,2021/7/27 15:49,4,16000
1462,2021/7/27 14:37,4,12400
1463,2021/7/27 13:53,3,17300
1464,2021/7/27 02:51,4,7800
1465,2021/7/27 02:08,2,25500
1466,2021/7/27 00:41,4,7600
1467,2021/7/27 00:14,1,41500
1468,2021/7/26 23:30,4,18900
1469,2021/7/26 23:04,4,20500
1470,2021/7/26 22:26,1,41200
1471,2021/7/26 21:57,3,19700
1472,2021/7/26 21:03,3,23700
1473,2021/7/26 20:14,3,18000
1474,2021/7/26 16:39,1,53200
1475,2021/7/26 16:10,1,45900
1476,2021/7/26 14:20,3,27800
1477,2021/7/26 13:38,2,27500
1478,2021/7/26 12:46,4,18400
1479,2021/7/26 01:19,3,29000
1480,2021/7/26 00:51,1,40500
1481,2021/7/25 23:59,1,87000
1482,2021/7/25 23:17,4,14800
1483,2021/7/25 22:07,2,33700
1484,2021/7/25 21:26,1,55800
1485,2021/7/25 20:51,1,57000
1486,2021/7/25 20:08,1,42500
1487,2021/7/25 19:10,1,60800
1488,2021/7/25 18:24,3,20700
1489,2021/7/25 17:51,4,-200
1490,2021/7/25 16:30,3,17800
1491,2021/7/25 15:57,3,16900
1492,2021/7/25 15:24,2,48200
1493,2021/7/25 14:41,2,32400
1494,2021/7/25 14:14,4,-5000
1495,2021/7/25 01:58,2,30800
1496,2021/7/25 00:44,4,5800
1497,2021/7/24 21:31,3,11700
1498,2021/7/24 20:56,3,32900
1499,2021/7/24 19:54,2,28800
1500,2021/7/24 18:12,1,42700
1501,2021/7/24 17:43,1,42300
1502,2021/7/24 17:11,4,15000
1503,2021/7/24 16:12,4,18000
1504,2021/7/24 15:28,4,15400
1505,2021/7/24 14:54,3,17500
1506,2021/7/24 14:05,2,25500
1507,2021/7/24 13:27,2,40000
1508,2021/7/24 12:52,1,60100
1509,2021/7/24 12:22,4,9200
1510,2021/7/24 11:43,3,21500
1511,2021/7/24 01:51,1,40000
1512,2021/7/24 01:20,3,20900
1513,2021/7/23 23:42,1,54000
1514,2021/7/23 22:50,2,29600
1515,2021/7/23 22:13,3,20200
1516,2021/7/23 21:38,1,41000
1517,2021/7/23 20:36,3,17400
1518,2021/7/23 19:48,2,25300
1519,2021/7/23 18:48,2,31200
1520,2021/7/23 18:17,4,5300
1521,2021/7/23 16:32,1,39000
1522,2021/7/23 15:16,2,34000
1523,2021/7/23 14:30,2,34000
1524,2021/7/23 13:49,1,42100
1525,2021/7/23 12:33,2,36900
1526,2021/7/23 11:57,1,42000
1527,2021/7/23 02:42,1,39800
1528,2021/7/23 02:08,2,31200
1529,2021/7/23 01:07,1,45900
1530,2021/7/23 00:20,1,69500
1531,2021/7/22 23:29,4,4300
1532,2021/7/22 23:16,1,56300
1533,2021/7/22 21:07,3,5300
1534,2021/7/22 20:30,1,32300
1535,2021/7/22 19:52,1,56400
1536,2021/7/21 19:10,3,23800
1537,2021/7/21 18:30,2,38400
1538,2021/7/21 17:59,2,25900
1539,2021/7/21 17:06,3,23600
1540,2021/7/21 15:43,4,5400
1541,2021/7/20 23:07,4,-3200
1542,2021/7/20 22:03,1,49700
1543,2021/7/20 21:18,1,33200
1544,2021/7/20 20:49,1,33800
1545,2021/7/20 18:57,2,22300
1546,2021/7/20 18:03,1,38600
1547,2021/7/18 20:21,4,-2100
1548,2021/7/18 19:28,4,18600
1549,2021/7/18 18:54,1,47200
1550,2021/7/18 17:56,3,32000
1551,2021/7/18 17:21,2,38200
1552,2021/7/18 16:44,2,25500
1553,2021/7/18 15:49,2,29600
1554,2021/7/17 22:02,4,1400
1555,2021/7/17 21:26,2,33400
1556,2021/7/17 20:46,4,18700
1557,2021/7/17 20:12,1,41400
1558,2021/7/17 16:20,1,54200
1559,2021/7/17 10:58,1,42100
1560,2021/7/17 10:30,3,12700
1561,2021/7/17 08:10,2,29600
1562,2021/7/17 07:13,1,55200
1563,2021/7/17 00:53,1,52300
1564,2021/7/17 00:14,1,46100
1565,2021/7/16 19:59,3,25900
1566,2021/7/15 19:45,2,27800
1567,2021/7/15 18:59,4,8000
1568,2021/7/15 16:42,1,41100
1569,2021/7/15 14:48,4,4800
1570,2021/7/15 11:45,2,24300
1571,2021/7/14 22:40,4,18100
1572,2021/7/14 20:55,4,5700
1573,2021/7/14 20:17,3,24600
1574,2021/7/14 20:01,4,-1200
1575,2021/7/14 19:16,3,26200
1576,2021/7/14 16:33,2,22500
1577,2021/7/14 15:58,1,37100
1578,2021/7/14 15:15,3,14100
1579,2021/7/14 14:05,1,46200
1580,2021/7/14 12:35,2,26100
1581,2021/7/14 11:42,1,37500
1582,2021/7/14 07:10,3,18400
1583,2021/7/13 17:05,3,10100
1584,2021/7/13 16:28,4,-6600
1585,2021/7/13 15:58,4,12400
1586,2021/7/13 15:16,4,19300
1587,2021/7/13 14:32,3,17500
1588,2021/7/13 14:09,1,38700
1589,2021/7/13 12:54,4,16800
1590,2021/7/13 12:18,3,20800
1591,2021/7/13 11:39,4,8700
1592,2021/7/13 11:05,4,3000
1593,2021/7/13 10:21,2,19600
1594,2021/7/12 17:58,1,97900
1595,2021/7/12 17:11,4,-1000
1596,2021/7/12 15:28,2,27000
1597,2021/7/12 14:51,4,20900
1598,2021/7/12 13:48,2,42900
1599,2021/7/12 13:04,1,46200
1600,2021/7/12 12:00,1,37500
1601,2021/7/12 11:05,3,20500
1602,2021/7/12 02:06,2,28000
1603,2021/7/12 01:38,2,32500
1604,2021/7/12 01:03,1,40400
1605,2021/7/12 00:07,2,25500
1606,2021/7/11 23:27,2,31400
1607,2021/7/11 22:52,3,18200
1608,2021/7/11 14:51,1,36900
1609,2021/7/11 14:03,1,35800
1610,2021/7/11 13:17,2,32500
1611,2021/7/11 12:37,4,16500
1612,2021/7/11 11:32,3,20800
1613,2021/7/11 10:56,2,39600
1614,2021/7/11 10:18,2,24700
1615,2021/7/11 09:26,3,23900
1616,2021/7/11 01:47,3,14600
1617,2021/7/11 00:59,3,22800
1618,2021/7/10 23:58,1,45900
1619,2021/7/10 00:43,1,77400
1620,2021/7/10 00:04,2,24600
1621,2021/7/9 23:26,2,25000
1622,2021/7/9 22:53,2,27600
1623,2021/7/9 22:12,2,30200
1624,2021/7/9 21:48,2,22600
1625,2021/7/9 21:03,3,12500
1626,2021/7/9 20:18,2,31900
1627,2021/7/9 01:19,2,29000
1628,2021/7/9 00:45,1,33500
1629,2021/7/8 23:54,1,36700
1630,2021/7/8 22:48,4,14600
1631,2021/7/8 22:16,3,24400
1632,2021/7/8 21:55,2,36300
1633,2021/7/8 14:51,3,21800
1634,2021/7/8 14:03,3,22300
1635,2021/7/8 13:16,2,40400
1636,2021/7/8 12:40,3,18900
1637,2021/7/8 11:55,3,5400
1638,2021/7/8 11:11,4,6400
1639,2021/7/8 02:38,2,39600
1640,2021/7/8 01:36,2,24600
1641,2021/7/8 00:46,3,18700
1642,2021/7/8 00:06,2,26700
1643,2021/7/7 23:18,1,42800
1644,2021/7/7 22:28,3,20600
1645,2021/7/7 21:29,3,12100
1646,2021/7/7 20:41,3,17300
1647,2021/7/7 20:02,1,46000
1648,2021/7/7 18:09,2,21100
1649,2021/7/7 17:23,3,25100
1650,2021/7/7 15:53,3,19000
1651,2021/7/6 19:15,1,39200
1652,2021/7/6 18:52,2,25400
1653,2021/7/6 00:37,4,17900
1654,2021/7/5 23:45,4,-5000
1655,2021/7/5 22:16,4,16700
1656,2021/7/5 21:48,1,43500
1657,2021/7/5 16:04,3,15000
1658,2021/7/5 15:03,1,41900
1659,2021/7/5 14:08,1,37100
1660,2021/7/5 12:51,4,11500
1661,2021/7/4 19:12,4,-5800
1662,2021/7/4 14:57,2,27800
1663,2021/7/4 13:54,4,20800
1664,2021/7/4 13:16,4,-4600
1665,2021/7/4 12:36,3,22200
1666,2021/7/4 12:05,4,4100
1667,2021/7/4 11:24,3,20200
1668,2021/7/4 10:34,4,1400
1669,2021/7/4 09:47,2,40700
1670,2021/7/4 01:20,1,44600
1671,2021/7/4 00:32,2,25300
1672,2021/7/3 23:50,1,64300
1673,2021/7/3 23:07,2,33800
1674,2021/7/3 22:04,2,27000
1675,2021/7/3 21:13,4,9000
1676,2021/7/3 20:43,3,21700
1677,2021/7/3 19:57,1,35000
1678,2021/7/3 18:37,3,21300
1679,2021/7/3 18:14,1,63200
1680,2021/7/3 17:36,1,50800
1681,2021/7/3 16:31,1,40200
1682,2021/6/28 22:54,1,45700
1683,2021/6/28 22:27,1,37400
1684,2021/6/28 21:51,3,16100
1685,2021/6/28 21:41,1,59500
1686,2021/6/28 21:04,4,3300
1687,2021/6/28 20:20,2,29900
1688,2021/6/28 19:46,2,26400
1689,2021/6/28 15:45,2,29200
1690,2021/6/28 14:45,3,23300
1691,2021/6/28 14:22,1,59100
1692,2021/6/28 13:41,1,40900
1693,2021/6/28 13:17,3,19500
1694,2021/6/28 12:29,1,40100
1695,2021/6/28 11:48,2,31900
1696,2021/6/28 10:41,2,35900
1697,2021/6/27 20:39,2,23100
1698,2021/6/27 13:16,1,32600
1699,2021/6/27 12:31,4,11000
1700,2021/6/27 11:57,3,21700
1701,2021/6/27 10:46,2,33900
1702,2021/6/27 10:12,2,25300
1703,2021/6/26 20:49,1,43200
1704,2021/6/26 20:10,4,14200
1705,2021/6/26 17:57,2,28900
1706,2021/6/26 16:47,4,18800
1707,2021/6/26 16:13,3,18000
1708,2021/6/26 01:28,3,21900
1709,2021/6/26 00:50,4,12300
1710,2021/6/26 00:17,3,24100
1711,2021/6/25 23:28,4,12700
1712,2021/6/25 22:27,2,34500
1713,2021/6/25 21:55,1,44900
1714,2021/6/25 21:12,1,39200
1715,2021/6/25 20:33,1,49200
1716,2021/6/25 19:51,1,43700
1717,2021/6/25 19:10,4,1000
1718,2021/6/25 17:57,4,9200
1719,2021/6/25 01:35,2,14200
1720,2021/6/25 00:36,1,59200
1721,2021/6/24 23:43,4,900
1722,2021/6/24 23:08,1,47000
1723,2021/6/24 22:25,3,25100
1724,2021/6/24 21:46,1,58100
1725,2021/6/24 21:10,2,44100
1726,2021/6/24 20:21,1,42600
1727,2021/6/24 19:26,1,50200
1728,2021/6/24 18:31,4,300
1729,2021/6/24 01:02,2,25900
1730,2021/6/24 00:07,1,44900
1731,2021/6/23 23:29,2,25400
1732,2021/6/23 22:43,1,41400
1733,2021/6/23 22:19,1,36500
1734,2021/6/23 21:39,3,16600
1735,2021/6/23 20:27,3,20000
1736,2021/6/23 19:47,3,28200
1737,2021/6/23 19:06,3,23700
1738,2021/6/23 18:30,3,24200
1739,2021/6/23 17:05,4,5900
1740,2021/6/23 02:34,1,41100
1741,2021/6/23 01:52,1,54300
1742,2021/6/23 01:08,3,23100
1743,2021/6/23 00:05,4,13300
1744,2021/6/22 23:02,1,34500
1745,2021/6/22 22:14,3,18700
1746,2021/6/22 21:28,2,33800
1747,2021/6/22 20:53,1,39400
1748,2021/6/22 18:24,1,43100
1749,2021/6/22 16:43,3,20800
1750,2021/6/22 16:10,4,17400
1751,2021/6/22 15:28,2,24500
1752,2021/6/22 14:56,2,26400
1753,2021/6/22 01:01,2,26000
1754,2021/6/22 00:16,1,76900
1755,2021/6/21 23:27,2,20200
1756,2021/6/21 22:50,2,27000
1757,2021/6/21 22:17,1,32900
1758,2021/6/21 21:29,4,16000
1759,2021/6/21 20:41,4,5300
1760,2021/6/21 19:38,4,10200
1761,2021/6/21 17:53,1,37200
1762,2021/6/21 17:11,1,70500
1763,2021/6/21 16:15,4,13800
1764,2021/6/21 14:48,1,31700
1765,2021/6/21 13:22,2,24300
1766,2021/6/21 00:03,1,33300
1767,2021/6/20 23:15,3,24700
1768,2021/6/20 22:19,4,500
1769,2021/6/20 21:43,4,18700
1770,2021/6/20 16:36,3,22200
1771,2021/6/20 15:04,3,15600
1772,2021/6/20 13:31,2,26100
1773,2021/6/20 12:51,3,19000
1774,2021/6/20 12:11,2,46500
1775,2021/6/20 11:22,4,9400
1776,2021/6/20 10:40,4,-10700
1777,2021/6/20 01:38,4,-1100
1778,2021/6/20 00:55,2,23300
1779,2021/6/19 23:51,1,41000
1780,2021/6/19 23:17,1,33500
1781,2021/6/19 22:42,3,26100
1782,2021/6/19 22:17,2,32000
1783,2021/6/19 21:48,1,46300
1784,2021/6/19 21:09,3,29700
1785,2021/6/19 20:21,2,28700
1786,2021/6/19 15:21,1,49400
1787,2021/6/19 14:56,3,25000
1788,2021/6/19 14:16,2,41400
1789,2021/6/19 00:47,4,17700
1790,2021/6/19 00:06,1,53400
1791,2021/6/18 22:42,3,20800
1792,2021/6/18 21:59,2,19800
1793,2021/6/18 21:00,3,20200
1794,2021/6/17 23:32,3,19400
1795,2021/6/17 22:34,3,18900
1796,2021/6/17 21:45,1,35100
1797,2021/6/17 21:02,2,36100
1798,2021/6/17 20:40,2,26800
1799,2021/6/17 19:45,1,36300
1800,2021/6/17 19:05,3,13700
1801,2021/6/17 18:49,2,15800
1802,2021/6/16 21:04,1,31500
1803,2021/6/16 20:17,1,39300
1804,2021/6/16 16:01,2,29200
1805,2021/6/16 15:19,1,36600
1806,2021/6/16 14:44,3,11700
1807,2021/6/16 14:23,2,26900
1808,2021/6/16 13:14,2,29100
1809,2021/6/16 12:33,2,25200
1810,2021/6/15 20:32,1,42700
1811,2021/6/15 19:20,2,37700
1812,2021/6/15 15:34,2,35400
1813,2021/6/15 14:58,1,32600
1814,2021/6/15 14:32,2,26400
1815,2021/6/14 01:02,4,-12600
1816,2021/6/14 00:18,1,38500
1817,2021/6/13 23:30,1,42500
1818,2021/6/13 22:41,4,21100
1819,2021/6/13 22:08,1,32700
1820,2021/6/13 21:29,1,41900
1821,2021/6/13 20:53,4,6000
1822,2021/6/13 20:15,1,36800
1823,2021/6/13 19:39,3,19100
1824,2021/6/13 18:31,4,16000
1825,2021/6/13 17:46,4,100
1826,2021/6/13 17:09,3,10800
1827,2021/6/13 16:12,3,14500
1828,2021/6/13 14:56,3,13900
1829,2021/6/13 14:17,3,15500
1830,2021/6/13 13:41,1,36500
1831,2021/6/13 13:02,1,49200
1832,2021/6/13 12:30,4,11500
1833,2021/6/12 22:15,2,39600
1834,2021/6/12 21:41,1,40800
1835,2021/6/12 20:58,3,22100
1836,2021/6/12 20:25,1,43300
1837,2021/6/7 13:41,4,1400
1838,2021/6/7 12:51,2,36600
1839,2021/6/5 16:29,4,9000
1840,2021/6/5 15:03,2,36000
1841,2021/6/5 14:47,2,31700
1842,2021/6/5 14:21,1,70400
1843,2021/6/5 11:50,2,31500
1844,2021/6/5 10:31,2,28600
1845,2021/6/5 09:50,3,22800
1846,2021/3/31 00:10,1,34100
1847,2021/3/30 23:25,3,20500
1848,2021/3/30 22:17,3,16200
1849,2021/3/30 21:39,3,23900
1850,2021/3/30 21:08,1,34500
1851,2021/3/30 20:37,3,18300
1852,2021/3/30 19:50,1,39000
1853,2021/3/30 19:11,2,35600
1854,2021/3/30 18:34,1,46700
1855,2021/3/30 18:05,1,49800
1856,2021/3/30 17:18,4,8400
1857,2021/3/30 16:24,3,14900
1858,2021/3/28 23:33,4,17900
1859,2021/3/28 22:49,4,-200
1860,2021/3/28 22:15,3,18600
1861,2021/3/28 09:29,2,36700
1862,2021/3/28 00:34,4,10300
1863,2021/3/27 23:53,2,31100
1864,2021/3/27 23:12,2,27700
1865,2021/3/27 15:29,3,27000
1866,2021/3/27 14:52,2,31300
1867,2021/3/27 01:38,3,21000
1868,2021/3/27 01:08,2,39500
1869,2021/3/15 12:33,4,15800
1870,2021/3/14 23:20,4,18600
1871,2021/3/14 22:42,3,11300
1872,2021/3/14 14:56,3,16900
1873,2021/3/14 09:55,1,39400
1874,2021/3/14 09:20,2,22400
1875,2021/3/13 12:31,3,15300
1876,2021/3/12 23:24,1,37400
1877,2021/3/12 22:45,3,26000
1878,2021/3/11 22:23,1,42900
1879,2021/3/10 22:11,4,13100
1880,2021/3/9 17:40,2,29000
1881,2021/3/9 11:21,2,26900
1882,2021/3/8 22:41,2,26000
1883,2021/3/8 21:51,3,16700
1884,2021/3/7 22:07,1,31900
1885,2021/3/7 21:22,3,20700
1886,2021/3/7 20:20,1,45800
1887,2021/3/7 19:44,4,4500
1888,2021/3/7 18:53,2,23800
1889,2021/3/7 15:20,1,46400
1890,2021/3/7 14:49,4,-800
1891,2021/3/7 11:58,1,46500
1892,2021/3/7 11:16,1,42600
1893,2021/3/7 10:20,1,45200
1894,2021/3/6 23:48,3,18100
1895,2021/3/6 23:22,2,14500
1896,2021/3/6 22:45,3,10200
1897,2021/3/6 21:31,2,38200
1898,2021/3/6 21:01,1,42700
1899,2021/3/6 20:12,3,18200
1900,2021/3/6 19:27,2,25800
1901,2021/3/6 18:48,2,30600
1902,2021/3/6 15:26,2,39300
1903,2021/3/6 14:54,1,48000
1904,2021/3/6 08:55,3,20900
1905,2021/3/5 22:51,3,16600
1906,2021/3/5 21:02,4,1500
1907,2021/3/5 19:55,4,3000
1908,2021/3/5 19:12,3,24600
1909,2021/3/5 13:44,3,16000
1910,2021/3/5 13:37,1,51000
1911,2021/3/5 13:10,3,17500
1912,2021/3/5 12:33,4,2600
1913,2021/2/26 01:05,2,44100
1914,2021/2/26 00:24,1,44100
1915,2021/2/25 23:48,2,30900
1916,2021/2/25 23:08,2,27700
1917,2021/2/25 21:57,2,24200
1918,2021/2/23 17:25,3,29200
1919,2021/2/23 10:30,3,15500
1920,2021/2/23 09:54,4,14600
1921,2021/2/23 09:11,4,900
1922,2021/2/23 01:22,3,13100
1923,2021/2/23 00:07,3,15000
1924,2021/2/22 23:51,1,60400
1925,2021/2/22 23:23,1,34000
1926,2021/2/22 22:48,4,-7600
1927,2021/2/22 22:06,3,19700
1928,2021/2/22 15:51,3,16600
1929,2021/2/22 13:53,1,36000
1930,2021/2/22 13:08,2,32800
1931,2021/2/22 02:29,3,20100
1932,2021/2/22 00:41,2,26800
1933,2021/2/22 00:18,2,28900
1934,2021/2/21 23:38,3,22000
1935,2021/2/21 23:00,1,43900
1936,2021/2/21 22:14,2,24400
1937,2021/2/21 21:21,4,-4900
1938,2021/2/20 23:28,4,-1500
1939,2021/2/20 22:39,1,47400
1940,2021/2/20 21:16,2,35700
1941,2021/2/20 20:49,2,26200
1942,2021/2/20 19:59,1,51400
1943,2021/2/20 19:25,4,6800
